,edad,genero,ingresos,altura,ciudad,niv_edu,hijos
38,90,M,91992.0,1.79,Houston,Bachelor,4
39,55,F,89101.0,1.55,Los Angeles,Bachelor,1
40,199,M,62099.0,1.85,Chicago,PhD,2
41,36,F,74461.0,1.84,Houston,Bachelor,1
42,20,F,70142.0,1.64,Houston,PhD,4
43,28,F,72634.0,1.88,New York,Master,4
44,98,F,57902.0,1.55,Phoenix,Master,4
45,44,F,64286.0,1.64,New York,Master,5
46,14,M,38642.0,1.6,Chicago,n/e,4
47,53,M,62099.0,1.69,Chicago,PhD,2
48,49,M,80258.0,1.57,Phoenix,n/e,1
49,13,M,36831.0,1.83,Houston,PhD,5
50,46,M,66237.0,1.85,Los Angeles,PhD,0
51,45,M,45428.0,1.82,Chicago,PhD,3
52,151,M,155507.0,1.62,Chicago,PhD,2
53,34,M,26314.0,1.77,Houston,PhD,2
54,6,M,20049.0,1.55,Phoenix,n/e,3
55,94,M,20726.0,1.98,Phoenix,Bachelor,4
56,59,M,92046.0,1.9,New York,PhD,1
57,69,F,66963.0,1.95,Los Angeles,n/e,3
58,16,M,53119.0,1.8,Houston,Bachelor,5
59,49,F,97530.0,1.6,New York,Master,5
60,11,F,86420.0,1.54,Houston,n/e,0
61,71,M,92119.0,1.82,New York,n/e,5
62,38,F,90564.0,1.63,Phoenix,PhD,1
63,81,M,34472.0,1.7,New York,PhD,4
64,80,F,24521.0,1.9,Chicago,n/e,5
65,191,M,181030.0,1.81,Chicago,Master,2
66,74,M,66724.0,1.63,Chicago,n/e,5
67,162,M,172465.0,1.78,Chicago,Master,2
68,91,M,94012.0,1.78,Phoenix,Master,3
69,53,M,62099.0,1.87,Chicago,n/e,2
70,191,M,157361.0,1.94,Chicago,Bachelor,2
71,85,M,39830.0,1.7,Houston,n/e,1
72,30,M,43410.0,1.8,Chicago,Bachelor,3
73,99,F,54303.0,1.6,Phoenix,PhD,2
74,38,F,50497.0,1.6,Phoenix,n/e,5
75,11,M,32872.0,1.73,Houston,Master,2
76,30,M,87387.0,1.77,Chicago,n/e,0
77,13,M,82283.0,1.51,Phoenix,Bachelor,0
78,49,M,32858.0,1.58,Phoenix,n/e,3
79,150,M,170167.0,1.63,Chicago,Master,2
80,59,F,85529.0,1.69,Los Angeles,Master,0
81,82,F,25212.0,1.94,Chicago,Master,2
82,47,M,32986.0,1.77,Houston,Master,3
83,21,M,57136.0,1.69,Houston,PhD,1
84,48,F,37757.0,1.51,New York,PhD,1
85,46,F,91495.0,1.77,New York,Bachelor,3
86,27,F,20173.0,1.81,Houston,PhD,3
87,86,M,56236.0,1.58,Houston,n/e,1
88,35,F,78835.0,1.72,Chicago,Master,2
89,90,M,66525.0,1.56,Houston,Master,1
90,88,M,98608.0,1.89,New York,Bachelor,5
91,83,M,49139.0,1.98,Chicago,Master,1
92,10,F,55317.0,1.65,Chicago,n/e,0
93,78,F,97162.0,1.52,Chicago,n/e,0
94,82,F,45820.0,1.59,Chicago,Bachelor,1
95,22,F,47964.0,1.91,Chicago,Bachelor,0
96,69,M,50874.0,1.86,Chicago,n/e,2
97,94,F,30789.0,1.8,Los Angeles,Bachelor,5
98,32,M,26698.0,1.8,New York,PhD,4
99,21,M,57602.0,1.96,Houston,n/e,5
100,60,F,24980.0,1.79,New York,Bachelor,1
101,49,M,80132.0,1.91,Los Angeles,Bachelor,1
102,35,M,66628.0,1.85,Houston,n/e,5
103,82,M,84355.0,1.83,Los Angeles,Master,2
104,89,M,64096.0,1.87,Chicago,n/e,2
105,190,M,62099.0,1.61,Chicago,PhD,2
106,29,F,83106.0,1.64,Los Angeles,Bachelor,3
107,88,F,24620.0,1.91,Los Angeles,Bachelor,3
108,42,F,68937.0,1.85,Phoenix,PhD,5
109,99,F,36507.0,1.82,Chicago,PhD,1
110,100,F,56504.0,1.96,Chicago,Master,4
111,160,M,62099.0,1.54,Chicago,Master,2
112,30,F,42064.0,1.55,Houston,Bachelor,3
113,5,F,69586.0,1.66,Los Angeles,Master,1
114,41,M,42819.0,1.95,New York,Master,2
115,53,M,62099.0,1.85,Chicago,n/e,2
116,170,M,62099.0,1.81,Chicago,n/e,2
117,9,F,29834.0,1.84,Phoenix,PhD,2
118,28,F,87598.0,1.81,New York,n/e,0
119,73,M,72596.0,1.55,Los Angeles,n/e,3
120,92,F,51294.0,1.56,Houston,Master,2
121,41,M,51056.0,1.78,Phoenix,n/e,3
122,28,M,44335.0,1.85,Phoenix,Bachelor,3
123,53,M,62099.0,1.5,Chicago,PhD,2
124,64,F,32332.0,1.89,New York,PhD,1
125,51,M,97109.0,1.98,Los Angeles,Bachelor,4
126,83,F,20352.0,1.92,Houston,Bachelor,2
127,59,M,62298.0,1.99,New York,Bachelor,0
128,19,M,46147.0,1.81,Chicago,PhD,5
129,34,F,46946.0,1.85,Los Angeles,Master,4
130,18,F,42020.0,1.77,Chicago,Master,4
131,32,M,61101.0,1.65,Houston,Master,2
132,96,F,24000.0,1.64,New York,PhD,5
133,72,M,31359.0,1.82,Los Angeles,n/e,0
134,69,F,66096.0,1.56,New York,Bachelor,3
135,34,M,90458.0,1.64,Chicago,n/e,3
136,96,M,23505.0,1.52,New York,Master,3
137,75,M,73471.0,1.59,Chicago,PhD,1
138,55,M,79609.0,1.75,Chicago,Bachelor,1
139,75,F,54875.0,1.58,Chicago,PhD,5
140,53,M,62099.0,1.92,Chicago,n/e,2
141,47,M,79113.0,1.83,Chicago,n/e,0
142,29,F,57830.0,1.87,Chicago,n/e,0
143,18,M,61054.0,1.64,Chicago,Bachelor,0
144,53,M,62099.0,1.96,Chicago,Bachelor,2
145,64,M,61802.0,1.86,New York,Bachelor,4
146,12,F,38334.0,1.6,Chicago,n/e,1
147,97,M,46549.0,1.77,Chicago,Master,3
148,7,M,59250.0,1.61,Los Angeles,PhD,1
149,15,M,26336.0,1.97,New York,PhD,1
150,20,M,84235.0,1.59,Chicago,Bachelor,3
151,81,M,78236.0,1.86,Houston,n/e,4
152,21,F,88688.0,1.63,Houston,PhD,3
153,88,M,25234.0,1.61,New York,Bachelor,4
154,55,F,53096.0,1.56,New York,Master,3
155,77,F,64763.0,1.85,Chicago,n/e,2
156,9,M,22048.0,1.97,New York,n/e,3
157,50,M,23048.0,1.62,Houston,n/e,2
158,49,M,75776.0,1.78,Phoenix,Master,1
159,77,F,88010.0,1.57,New York,Master,2
160,60,M,95576.0,2.0,Phoenix,Master,5
161,53,M,167121.0,1.93,Chicago,Master,2
162,33,F,89453.0,1.6,Chicago,Master,5
163,71,M,95579.0,1.68,Chicago,n/e,0
164,175,M,154115.0,1.74,Chicago,n/e,2
165,88,F,73560.0,1.64,Chicago,Bachelor,2
166,93,F,80024.0,1.54,Chicago,n/e,4
167,15,F,38197.0,1.6,Phoenix,n/e,5
168,88,F,54297.0,1.66,New York,Master,0
169,69,M,82406.0,1.83,Phoenix,PhD,4
170,97,F,20107.0,1.64,Los Angeles,PhD,2
171,35,M,61096.0,1.79,Phoenix,PhD,5
172,99,F,35065.0,1.56,Phoenix,n/e,1
173,83,M,94108.0,1.93,Houston,Master,4
174,44,F,34093.0,1.59,Los Angeles,n/e,4
175,15,F,42808.0,1.63,Houston,n/e,3
176,38,F,33094.0,1.69,Houston,Master,4
177,56,F,77302.0,1.59,Chicago,PhD,2
178,21,F,54410.0,1.57,Chicago,Bachelor,0
179,59,M,73239.0,1.66,Chicago,Master,5
180,1,M,58831.0,1.81,Phoenix,Master,0
181,93,F,41470.0,1.67,Houston,Master,4
182,93,M,56057.0,1.93,Houston,PhD,5
183,34,F,88719.0,1.76,New York,Bachelor,2
184,65,F,77472.0,1.6,Chicago,Bachelor,1
185,98,F,22033.0,1.57,Los Angeles,Bachelor,1
186,23,M,60802.0,1.91,Los Angeles,n/e,4
187,65,M,26787.0,1.71,Chicago,Master,2
188,14,M,88434.0,1.6,Los Angeles,PhD,1
189,81,F,33128.0,1.66,Houston,n/e,2
190,39,F,81382.0,1.55,New York,Master,2
191,82,M,86234.0,1.85,Phoenix,Bachelor,4
192,65,F,42242.0,1.75,Chicago,PhD,3
193,78,F,54495.0,1.61,Los Angeles,PhD,5
194,26,F,39751.0,1.7,Los Angeles,Bachelor,5
195,20,M,25533.0,1.84,New York,PhD,3
196,48,M,70181.0,1.81,Chicago,PhD,1
197,98,M,24256.0,1.77,Los Angeles,PhD,2
198,21,M,47934.0,1.58,Chicago,Master,3
199,70,F,41806.0,1.76,Houston,PhD,3
200,100,F,70386.0,1.75,New York,Bachelor,2
201,68,M,78113.0,1.5,Los Angeles,Bachelor,2
202,1,M,40824.0,1.83,Los Angeles,Bachelor,0
203,77,M,44775.0,1.62,Phoenix,Bachelor,0
204,42,F,81725.0,1.98,Houston,n/e,0
205,63,F,27877.0,1.97,Los Angeles,Bachelor,1
206,3,M,70625.0,1.99,Los Angeles,Bachelor,2
207,15,M,54605.0,1.67,Chicago,Master,4
208,47,F,93794.0,1.78,Phoenix,Master,2
209,40,M,28372.0,1.56,Los Angeles,n/e,3
210,169,M,62099.0,1.66,Chicago,Bachelor,2
211,8,M,28799.0,1.58,Los Angeles,Master,2
212,31,F,41051.0,1.66,Chicago,Bachelor,3
213,73,M,92858.0,1.84,Chicago,Bachelor,5
214,11,F,70911.0,1.57,Los Angeles,Master,4
215,11,M,49097.0,1.96,Los Angeles,Bachelor,4
216,94,F,65518.0,1.72,Chicago,Master,4
217,63,F,48421.0,1.98,Los Angeles,Master,5
218,9,F,38160.0,1.89,Phoenix,Bachelor,2
219,98,M,55497.0,1.76,Chicago,Bachelor,5
220,69,F,39868.0,1.56,New York,PhD,0
221,53,M,62099.0,1.78,Chicago,n/e,2
222,17,F,40394.0,1.95,Chicago,n/e,5
223,17,F,62062.0,1.61,Los Angeles,Master,1
224,85,F,99508.0,1.99,Chicago,Bachelor,3
225,61,F,47218.0,1.86,Houston,Bachelor,5
226,71,F,98134.0,1.68,Houston,Bachelor,0
227,22,M,84981.0,1.93,Chicago,PhD,4
228,53,M,62099.0,1.88,Chicago,Master,2
229,68,F,67696.0,1.61,Houston,Bachelor,3
230,78,M,88678.0,1.85,Los Angeles,Master,3
231,55,M,88527.0,1.54,Houston,Master,4
232,28,M,26028.0,1.98,Los Angeles,Master,3
233,200,M,178989.0,1.57,Chicago,Bachelor,2
234,97,M,50640.0,1.63,Los Angeles,Master,1
235,94,F,44326.0,1.81,Los Angeles,n/e,2
236,89,F,66164.0,1.86,Houston,PhD,5
237,26,F,22961.0,1.85,Chicago,Master,4
238,92,F,77757.0,1.67,New York,PhD,4
239,40,M,27165.0,1.74,Houston,PhD,2
240,52,F,86039.0,1.66,Los Angeles,PhD,1
241,86,F,95948.0,1.67,Houston,Bachelor,4
242,84,F,85740.0,1.9,Phoenix,Master,2
243,48,M,70722.0,1.69,Chicago,Bachelor,2
244,173,M,62099.0,1.72,Chicago,Master,2
245,67,M,44795.0,1.65,Phoenix,Master,1
246,58,M,26013.0,1.87,New York,Bachelor,0
247,16,M,63647.0,1.78,Los Angeles,Master,5
248,32,F,92653.0,1.57,Chicago,n/e,1
249,29,F,24066.0,1.89,Los Angeles,n/e,4
250,9,M,35486.0,1.99,Phoenix,PhD,1
251,44,F,51538.0,1.62,New York,Master,4
252,3,M,47032.0,1.87,Los Angeles,n/e,1
253,76,M,84007.0,1.72,Chicago,PhD,4
254,71,M,49780.0,1.61,Phoenix,PhD,4
255,30,M,85074.0,1.51,Chicago,PhD,3
256,76,F,25140.0,1.52,Chicago,Bachelor,4
257,29,M,85116.0,1.73,Houston,PhD,2
258,1,F,44688.0,1.7,Chicago,PhD,2
259,53,M,182808.0,1.83,Chicago,n/e,2
260,91,M,60216.0,1.65,Phoenix,PhD,4
261,81,M,33909.0,1.85,Houston,n/e,1
262,8,F,73631.0,1.68,New York,n/e,2
263,30,F,39860.0,1.51,Phoenix,n/e,1
264,9,M,92691.0,1.92,Los Angeles,PhD,1
265,5,M,92335.0,1.62,New York,Master,4
266,43,M,65443.0,1.59,New York,PhD,3
267,10,M,78962.0,1.71,Houston,Master,1
268,66,M,54556.0,1.73,Phoenix,n/e,5
269,199,M,188958.0,1.79,Chicago,Bachelor,2
270,36,M,46249.0,1.73,Phoenix,PhD,2
271,183,M,62099.0,1.81,Chicago,PhD,2
272,63,M,85128.0,1.61,New York,n/e,0
273,53,M,193792.0,1.9,Chicago,Master,2
274,70,M,56819.0,1.64,Chicago,Bachelor,3
275,17,M,90645.0,1.58,Los Angeles,Bachelor,3
276,93,F,23164.0,1.64,New York,Master,2
277,181,M,62099.0,1.62,Chicago,Master,2
278,74,F,92091.0,1.77,Chicago,PhD,1
279,61,F,68253.0,1.95,Phoenix,n/e,0
280,32,M,55432.0,1.99,Phoenix,n/e,4
281,61,F,46505.0,1.89,New York,PhD,3
282,53,M,89294.0,1.55,Los Angeles,Bachelor,3
283,25,F,46230.0,1.8,Los Angeles,Master,3
284,13,M,33025.0,1.85,New York,n/e,5
285,171,M,191475.0,1.94,Chicago,PhD,2
286,53,M,192518.0,1.71,Chicago,n/e,2
287,56,M,59292.0,1.67,New York,n/e,5
288,46,M,84002.0,1.84,New York,n/e,5
289,55,F,42990.0,1.65,Phoenix,PhD,5
290,53,F,54813.0,1.74,New York,n/e,3
291,60,M,29345.0,1.82,Chicago,Master,0
292,94,F,26862.0,1.51,Chicago,Master,3
293,7,M,44887.0,1.51,Phoenix,n/e,3
294,87,F,64543.0,1.69,Phoenix,Master,5
295,84,F,28808.0,1.89,New York,PhD,1
296,83,M,86565.0,1.52,Chicago,Master,4
297,53,M,62099.0,1.64,Chicago,Bachelor,2
298,8,F,64407.0,1.94,Los Angeles,Bachelor,2
299,52,F,66753.0,1.7,Phoenix,n/e,4
300,94,M,58387.0,1.9,Houston,Master,1
301,188,M,62099.0,1.89,Chicago,PhD,2
302,14,M,68973.0,1.98,New York,PhD,2
303,32,M,41719.0,1.94,Chicago,Master,1
304,25,F,92086.0,1.51,Houston,Bachelor,1
305,25,M,35741.0,1.59,Los Angeles,Master,1
306,69,F,50938.0,1.99,Los Angeles,Master,1
307,58,F,83944.0,1.74,New York,n/e,3
308,18,M,43510.0,1.7,Chicago,n/e,5
309,55,M,99643.0,1.76,Houston,Master,3
310,24,F,53220.0,1.78,Phoenix,Bachelor,5
311,36,F,70664.0,1.92,Los Angeles,Bachelor,1
312,60,F,93418.0,1.77,Phoenix,Master,4
313,32,F,29673.0,1.59,Los Angeles,n/e,5
314,166,M,62099.0,1.74,Chicago,Master,2
315,57,F,75914.0,1.85,Los Angeles,Bachelor,5
316,71,F,61777.0,1.52,New York,Master,3
317,13,F,46168.0,1.92,Los Angeles,Master,3
318,157,M,173250.0,1.77,Chicago,Bachelor,2
319,84,M,60619.0,1.93,Phoenix,n/e,3
320,70,F,92779.0,1.55,Los Angeles,PhD,3
321,2,M,33172.0,1.75,Los Angeles,n/e,2
322,12,M,34262.0,1.91,Houston,n/e,1
323,97,F,99939.0,2.0,Chicago,n/e,3
324,196,M,62099.0,1.72,Chicago,Bachelor,2
325,22,F,39595.0,1.62,Los Angeles,n/e,3
326,53,M,92168.0,1.72,Los Angeles,Master,0
327,63,F,91715.0,1.91,Phoenix,n/e,1
328,62,F,39655.0,1.93,New York,PhD,2
329,28,F,93123.0,1.66,Phoenix,PhD,1
330,52,F,40300.0,1.87,New York,PhD,3
331,8,M,36553.0,1.8,New York,Bachelor,4
332,22,M,33927.0,1.96,Houston,Master,1
333,49,M,40937.0,1.97,New York,PhD,0
334,1,F,85825.0,1.66,New York,Master,2
335,50,M,38300.0,1.98,Houston,Bachelor,1
336,34,F,71458.0,1.84,Houston,n/e,5
337,59,M,44806.0,1.66,Phoenix,Bachelor,1
338,37,F,37759.0,1.87,Chicago,n/e,0
339,55,M,48077.0,1.58,Los Angeles,Master,1
340,90,F,74385.0,1.51,Houston,Bachelor,1
341,94,M,68640.0,1.79,Los Angeles,PhD,4
342,72,F,54912.0,1.52,New York,n/e,5
343,85,F,67377.0,1.63,Los Angeles,PhD,1
344,92,M,58849.0,1.52,Chicago,Master,4
345,63,M,22318.0,1.76,Chicago,n/e,5
346,20,M,60176.0,1.51,Chicago,Bachelor,2
347,25,M,23396.0,1.52,Los Angeles,PhD,1
348,38,M,97195.0,1.67,Chicago,Master,1
349,28,M,44622.0,1.82,Los Angeles,n/e,2
350,8,F,82139.0,1.66,Los Angeles,n/e,1
351,75,F,24878.0,1.79,Los Angeles,Master,5
352,95,M,86318.0,1.65,Chicago,Master,0
353,70,M,59977.0,1.56,Chicago,Master,1
354,8,M,82504.0,1.98,Los Angeles,n/e,1
355,96,M,59558.0,1.72,Los Angeles,Bachelor,1
356,41,F,60307.0,1.54,Houston,PhD,3
357,8,M,24649.0,1.51,Chicago,Bachelor,5
358,7,F,92081.0,1.59,Phoenix,n/e,5
359,75,F,41111.0,1.71,Houston,Master,0
360,62,M,28183.0,1.87,Houston,Master,5
361,65,F,38811.0,1.8,Chicago,n/e,5
362,68,M,63898.0,1.82,Houston,Bachelor,3
363,21,F,32729.0,1.65,New York,n/e,3
364,8,M,45760.0,1.89,Phoenix,PhD,1
365,66,M,66341.0,1.65,Houston,Bachelor,4
366,11,M,29583.0,1.78,Houston,n/e,2
367,24,F,48721.0,1.6,Phoenix,PhD,4
368,9,F,22112.0,1.52,Los Angeles,n/e,4
369,53,M,195484.0,1.87,Chicago,Master,2
370,9,F,74503.0,1.71,Phoenix,PhD,2
371,87,M,84462.0,1.77,New York,Master,3
372,31,M,70315.0,1.62,Houston,PhD,3
373,52,M,46459.0,1.96,Los Angeles,Bachelor,1
374,16,M,35770.0,1.51,Phoenix,PhD,2
375,164,M,62099.0,1.96,Chicago,Bachelor,2
376,32,M,92618.0,1.99,Phoenix,Master,5
377,75,M,51652.0,1.88,Los Angeles,PhD,2
378,194,M,62099.0,1.94,Chicago,n/e,2
379,6,F,88109.0,1.6,New York,PhD,4
380,80,M,71930.0,1.91,Phoenix,Bachelor,3
381,11,M,89014.0,1.67,Chicago,PhD,3
382,54,M,53870.0,1.72,Phoenix,PhD,1
383,85,M,35868.0,1.74,Phoenix,Bachelor,1
384,75,F,96054.0,1.93,Phoenix,PhD,1
385,73,M,52613.0,1.79,Houston,n/e,1
386,67,M,80007.0,1.76,New York,Bachelor,3
387,41,M,24242.0,1.67,New York,Bachelor,0
388,34,M,56622.0,1.61,Los Angeles,Master,4
389,27,F,47626.0,1.84,New York,PhD,2
390,86,M,46760.0,1.99,New York,n/e,1
391,92,F,23974.0,1.76,Los Angeles,PhD,1
392,177,M,62099.0,1.56,Chicago,Bachelor,2
393,31,F,43031.0,1.86,Phoenix,PhD,4
394,34,F,65250.0,1.67,Phoenix,Bachelor,0
395,51,M,35113.0,1.88,New York,PhD,2
396,17,F,64401.0,1.57,Chicago,n/e,3
397,86,F,72606.0,1.69,New York,Bachelor,2
398,83,M,47268.0,1.74,Phoenix,Bachelor,1
399,39,M,58161.0,1.94,Phoenix,Master,0
400,59,F,62074.0,1.95,Houston,Bachelor,0
401,41,F,22204.0,1.61,New York,Bachelor,0
402,97,M,28630.0,1.89,Phoenix,Bachelor,4
403,10,M,21724.0,1.62,Los Angeles,n/e,5
404,192,M,165214.0,1.55,Chicago,Master,2
405,53,M,62099.0,1.65,Chicago,n/e,2
406,80,M,42133.0,1.63,New York,n/e,3
407,53,M,177010.0,1.84,Chicago,n/e,2
408,13,M,32317.0,1.58,Phoenix,Master,2
409,10,M,55465.0,1.87,Los Angeles,PhD,5
410,69,M,41011.0,1.76,Houston,PhD,2
411,28,M,86306.0,1.82,Houston,n/e,4
412,65,F,59687.0,1.96,New York,Master,2
413,34,F,99139.0,1.85,Houston,Master,3
414,17,M,92351.0,1.77,Houston,PhD,4
415,45,M,91518.0,1.87,Los Angeles,Bachelor,2
416,9,M,99478.0,1.97,Chicago,Master,5
417,32,F,82922.0,1.62,New York,Master,2
418,53,M,62099.0,2.0,Chicago,n/e,2
419,37,M,89693.0,1.99,New York,Bachelor,3
420,21,M,93480.0,1.64,Houston,PhD,0
421,57,F,75617.0,1.83,Houston,PhD,5
422,70,M,26401.0,1.74,Los Angeles,Bachelor,0
423,91,M,20809.0,1.88,Chicago,n/e,4
424,153,M,179148.0,1.72,Chicago,PhD,2
425,53,M,183826.0,1.88,Chicago,Bachelor,2
426,84,M,83472.0,1.79,Houston,n/e,4
427,68,M,56827.0,1.63,Chicago,n/e,1
428,2,F,92152.0,1.81,Houston,Bachelor,0
429,86,F,46685.0,1.68,New York,Master,2
430,71,M,53141.0,1.73,Houston,Bachelor,2
431,39,F,78378.0,1.71,Chicago,PhD,1
432,85,F,95481.0,1.76,New York,Master,1
433,14,M,42570.0,1.76,Los Angeles,Bachelor,1
434,18,M,79106.0,1.84,Chicago,PhD,0
435,34,M,87052.0,1.77,Chicago,PhD,5
436,15,M,42813.0,1.67,Los Angeles,Master,1
437,14,M,39308.0,1.51,New York,PhD,1
438,96,M,20684.0,1.75,New York,n/e,5
439,71,F,82336.0,1.55,Houston,Bachelor,3
440,20,F,68146.0,1.94,Houston,Bachelor,0
441,35,F,98478.0,1.57,Houston,Bachelor,0
442,37,M,22867.0,1.91,Houston,n/e,5
443,78,M,79056.0,1.76,Phoenix,n/e,3
444,27,M,41745.0,1.9,Chicago,Bachelor,1
445,92,M,82970.0,1.99,Los Angeles,n/e,5
446,44,F,84534.0,1.74,Los Angeles,Master,4
447,53,M,62099.0,1.59,Chicago,Master,2
448,88,M,61885.0,1.72,Los Angeles,Master,0
449,82,F,74562.0,1.9,Phoenix,PhD,0
450,34,M,30620.0,1.79,Houston,n/e,4
451,65,M,79176.0,1.72,New York,Master,0
452,63,F,20984.0,1.75,New York,Bachelor,1
453,33,M,32841.0,1.78,Phoenix,Bachelor,3
454,7,F,22534.0,1.58,Chicago,PhD,2
455,12,F,43715.0,1.99,New York,Bachelor,1
456,82,F,88039.0,1.8,New York,Bachelor,5
457,55,F,29523.0,1.54,Chicago,n/e,1
458,36,F,70795.0,1.72,Los Angeles,Bachelor,1
459,6,F,75681.0,1.68,Houston,Master,0
460,1,M,29476.0,1.89,Houston,PhD,5
461,43,F,82305.0,1.53,Houston,Master,3
462,99,F,81469.0,1.61,Phoenix,Bachelor,5
463,17,M,66062.0,1.76,Los Angeles,Master,3
464,82,M,54555.0,1.62,New York,Bachelor,2
465,34,F,86624.0,1.76,Houston,PhD,3
466,21,M,80184.0,1.95,Houston,Bachelor,1
467,95,F,63126.0,1.74,Chicago,n/e,0
468,57,M,36342.0,1.68,Chicago,Bachelor,5
469,71,F,77495.0,1.79,New York,n/e,1
470,91,M,39240.0,1.57,Phoenix,n/e,5
471,55,M,57377.0,1.71,Houston,Master,0
472,72,M,50214.0,1.78,Chicago,n/e,5
473,2,F,31856.0,1.87,Los Angeles,n/e,2
474,15,M,91876.0,1.66,Houston,Bachelor,2
475,10,M,21938.0,1.81,Los Angeles,Master,4
476,89,M,39015.0,1.66,Chicago,Bachelor,2
477,20,F,28828.0,1.95,Houston,Bachelor,1
478,194,M,181508.0,1.72,Chicago,Bachelor,2
479,5,M,31454.0,1.87,New York,PhD,3
480,48,F,88538.0,1.64,Houston,Bachelor,3
481,75,M,54314.0,1.68,Chicago,Bachelor,5
482,71,M,80148.0,1.69,Los Angeles,Bachelor,5
483,19,F,84323.0,1.93,Los Angeles,n/e,4
484,56,F,90878.0,1.7,Los Angeles,Bachelor,0
485,17,F,54973.0,1.9,Chicago,Bachelor,0
486,6,F,24195.0,1.77,Chicago,Master,0
487,40,M,50043.0,1.52,New York,PhD,5
488,158,M,62099.0,1.76,Chicago,n/e,2
489,6,M,74848.0,1.85,Houston,n/e,0
490,46,F,45539.0,1.82,Houston,Master,2
491,27,M,57094.0,1.99,Phoenix,Bachelor,5
492,157,M,62099.0,1.55,Chicago,n/e,2
493,32,F,96534.0,1.62,Phoenix,n/e,5
494,86,F,85684.0,1.84,Chicago,Master,1
495,14,F,93535.0,1.94,Houston,PhD,4
496,46,M,57815.0,1.69,New York,Bachelor,1
497,100,F,83725.0,1.86,Houston,Master,3
498,72,M,78534.0,1.82,Houston,PhD,3
499,164,M,182511.0,1.65,Chicago,PhD,2
500,80,F,58486.0,1.92,Los Angeles,Master,2
501,96,F,44900.0,1.97,Phoenix,Bachelor,1
502,20,M,93217.0,1.79,New York,n/e,3
503,31,F,83964.0,1.79,New York,Bachelor,4
504,21,M,36582.0,1.81,Los Angeles,Bachelor,5
505,23,M,72641.0,1.75,Los Angeles,n/e,2
506,53,M,30596.0,1.96,Phoenix,PhD,4
507,4,F,50647.0,1.6,New York,Bachelor,2
508,196,M,181950.0,1.6,Chicago,PhD,2
509,95,M,96684.0,1.85,Chicago,PhD,4
510,53,M,154738.0,1.75,Chicago,Bachelor,2
511,53,M,73776.0,1.95,Chicago,PhD,2
512,86,M,74538.0,1.57,Chicago,Bachelor,3
513,95,F,49714.0,1.85,Chicago,Bachelor,1
514,32,F,32194.0,1.56,Phoenix,n/e,5
515,35,F,76549.0,1.86,Los Angeles,Master,2
516,21,M,53071.0,1.98,Houston,Master,0
517,90,F,54723.0,1.94,Phoenix,n/e,1
518,14,M,22731.0,2.0,Chicago,Bachelor,2
519,49,F,26116.0,1.87,Los Angeles,Bachelor,1
520,5,M,21056.0,1.55,Los Angeles,n/e,4
521,61,F,21723.0,1.73,Phoenix,PhD,0
522,29,M,86830.0,1.72,Houston,n/e,4
523,26,F,51191.0,1.89,Los Angeles,Master,1
524,59,M,64087.0,1.69,New York,PhD,0
525,45,M,65659.0,1.61,Los Angeles,PhD,0
526,40,M,65746.0,1.77,Los Angeles,n/e,0
527,30,F,41679.0,1.9,Phoenix,Bachelor,5
528,29,M,50375.0,1.94,Chicago,PhD,5
529,4,M,80601.0,1.52,Houston,Bachelor,3
